,Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of OA Gold
6178,SEXUAL AND RELATIONSHIP THERAPY,SEX RELATSH THER,1468-1994,1468-1749,"PSYCHOLOGY, CLINICAL - SSCI","1,130",1.733,Q4,0.46,3.30%
6179,SEXUAL AND REPRODUCTIVE HEALTH MATTERS,SEX REPROD HLTH MATT,,2641-0397,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI",516,5.732,Q1,0.58,100%
6180,SEXUAL HEALTH,SEX HEALTH,1448-5028,1449-8987,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","1,759",1.994,Q4,0.53,26.01%
6181,SEXUAL HEALTH & COMPULSIVITY,SEX HEALTH COMPULS,2692-9953,2692-9996,"PSYCHOLOGY, CLINICAL - ESCI",0,,,,12.50%
6182,SHOCK,SHOCK,1073-2322,1540-0514,PERIPHERAL VASCULAR DISEASE - SCIE,"10,086",3.533,Q2,1.03,6.98%
6183,SHOCK AND VIBRATION,SHOCK VIB,1070-9622,1875-9203,"ENGINEERING, MECHANICAL - SCIE","6,308",1.616,Q4,0.39,99.09%
6184,SIAM JOURNAL ON APPLIED ALGEBRA AND GEOMETRY,SIAM J APPL ALGEBR G,2470-6566,2470-6566,"MATHEMATICS, APPLIED - SCIE",243,1.918,Q2,1.0,2.67%
6185,SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,SIAM J APPL DYN SYST,1536-0040,,"MATHEMATICS, APPLIED - SCIE; PHYSICS, MATHEMATICAL - SCIE","2,614",2.994,Q1,1.23,3.63%
6186,SIAM JOURNAL ON APPLIED MATHEMATICS,SIAM J APPL MATH,0036-1399,1095-712X,"MATHEMATICS, APPLIED - SCIE","8,574",2.148,Q2,1.06,0.87%
6187,SIAM JOURNAL ON COMPUTING,SIAM J COMPUT,0097-5397,1095-7111,"MATHEMATICS, APPLIED - SCIE","7,508",1.475,Q2,0.67,3.31%
6188,SIAM JOURNAL ON CONTROL AND OPTIMIZATION,SIAM J CONTROL OPTIM,0363-0129,1095-7138,"MATHEMATICS, APPLIED - SCIE","10,431",2.163,Q1,0.83,0.40%
6189,SIAM JOURNAL ON DISCRETE MATHEMATICS,SIAM J DISCRETE MATH,0895-4801,1095-7146,"MATHEMATICS, APPLIED - SCIE","2,647",0.868,Q4,0.41,1.27%
6190,SIAM JOURNAL ON IMAGING SCIENCES,SIAM J IMAGING SCI,1936-4954,,"MATHEMATICS, APPLIED - SCIE","4,235",1.938,Q2,0.81,2.87%
6191,SIAM JOURNAL ON MATHEMATICAL ANALYSIS,SIAM J MATH ANAL,0036-1410,1095-7154,"MATHEMATICS, APPLIED - SCIE","8,626",2.071,Q2,0.96,0.85%
6192,SIAM JOURNAL ON MATHEMATICS OF DATA SCIENCE,SIAM J MATH DATA SCI,,2577-0187,"MATHEMATICS, APPLIED - SCIE",332,3.921,Q1,1.82,99.22%
6193,SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS,SIAM J MATRIX ANAL A,0895-4798,1095-7162,"MATHEMATICS, APPLIED - SCIE","5,766",1.908,Q2,1.05,6.16%
6194,SIAM JOURNAL ON NUMERICAL ANALYSIS,SIAM J NUMER ANAL,0036-1429,1095-7170,"MATHEMATICS, APPLIED - SCIE","15,659",3.039,Q1,1.57,0.81%
6195,SIAM JOURNAL ON OPTIMIZATION,SIAM J OPTIMIZ,1052-6234,1095-7189,"MATHEMATICS, APPLIED - SCIE","10,451",2.763,Q1,1.5,1.08%
6196,SIAM JOURNAL ON SCIENTIFIC COMPUTING,SIAM J SCI COMPUT,1064-8275,1095-7197,"MATHEMATICS, APPLIED - SCIE","17,134",2.968,Q1,1.35,3.97%
6197,SIAM REVIEW,SIAM REV,0036-1445,1095-7200,"MATHEMATICS, APPLIED - SCIE","12,156",7.24,Q1,5.17,9.33%
6198,SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,SIAM-ASA J UNCERTAIN,2166-2525,2166-2525,"PHYSICS, MATHEMATICAL - SCIE","1,031",2.089,Q2,0.79,3.85%
6199,SIBIRSKIY PSIKHOLOGICHESKIY ZHURNAL-SIBERIAN JOURNAL OF PSYCHOLOGY,SIBIRSKIY PSIKHOL ZH,1726-7080,2411-0809,"PSYCHOLOGY, MULTIDISCIPLINARY - ESCI",90,,,0.11,0%
6200,SIGNAL IMAGE AND VIDEO PROCESSING,SIGNAL IMAGE VIDEO P,1863-1703,1863-1711,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE","2,483",1.583,Q4,0.43,3.23%
6201,SIGNAL PROCESSING,SIGNAL PROCESS,0165-1684,1872-7557,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE","17,289",4.729,Q2,1.31,2.11%
6202,SIGNAL PROCESSING-IMAGE COMMUNICATION,SIGNAL PROCESS-IMAGE,0923-5965,1879-2677,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE","3,967",3.453,Q2,0.96,2.85%
6203,SIGNAL TRANSDUCTION AND TARGETED THERAPY,SIGNAL TRANSDUCT TAR,2095-9907,2059-3635,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE; CELL BIOLOGY - SCIE,"11,026",38.104,Q1,2.92,99.25%
6205,SILICON,SILICON-NETH,1876-990X,1876-9918,"CHEMISTRY, PHYSICAL - SCIE","5,320",2.941,Q3,0.44,0.83%
6206,SKELETAL MUSCLE,SKELET MUSCLE,2044-5040,2044-5040,CELL BIOLOGY - SCIE,"1,657",4.912,Q2,0.7,100%
6208,SKELETAL RADIOLOGY,SKELETAL RADIOL,0364-2348,1432-2161,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7,845",2.128,Q3,0.64,10.73%
6209,SKIN APPENDAGE DISORDERS,SKIN APPENDAGE DISOR,2296-9195,2296-9160,DERMATOLOGY - ESCI,650,,,0.47,5.30%
6210,SKIN PHARMACOLOGY AND PHYSIOLOGY,SKIN PHARMACOL PHYS,1660-5527,1660-5535,DERMATOLOGY - SCIE,"2,556",3.014,Q2,0.99,11.93%
6212,SKIN RESEARCH AND TECHNOLOGY,SKIN RES TECHNOL,0909-752X,1600-0846,DERMATOLOGY - SCIE,"3,334",2.24,Q3,0.73,16.62%
6213,SLEEP,SLEEP,0161-8105,1550-9109,CLINICAL NEUROLOGY - SCIE,"31,283",6.313,Q1,1.3,20.23%
6215,SLEEP AND BIOLOGICAL RHYTHMS,SLEEP BIOL RHYTHMS,1446-9235,1479-8425,CLINICAL NEUROLOGY - SCIE,960,1.39,Q4,0.31,12.99%
6217,SLEEP AND BREATHING,SLEEP BREATH,1520-9512,1522-1709,CLINICAL NEUROLOGY - SCIE,"5,420",2.655,Q3,0.65,13.69%
6218,SLEEP HEALTH,SLEEP HEALTH,2352-7218,2352-7226,CLINICAL NEUROLOGY - SCIE,"2,865",4.207,Q2,1.12,7.07%
6219,SLEEP MEDICINE,SLEEP MED,1389-9457,1878-5506,CLINICAL NEUROLOGY - SCIE,"17,339",4.842,Q2,1.11,5.74%
6220,SLEEP MEDICINE REVIEWS,SLEEP MED REV,1087-0792,1532-2955,CLINICAL NEUROLOGY - SCIE,"12,620",11.401,Q1,1.6,13.41%
6222,SMALL,SMALL,1613-6810,1613-6829,"CHEMISTRY, MULTIDISCIPLINARY - SCIE; NANOSCIENCE & NANOTECHNOLOGY - SCIE","97,357",15.153,Q1,1.89,8.44%
6224,SMALL GROUP RESEARCH,SMALL GR RES,1046-4964,1552-8278,"PSYCHOLOGY, SOCIAL - SSCI","2,353",2.5,Q3,0.61,18.82%
6226,SMALL METHODS,SMALL METHODS,2366-9608,2366-9608,NANOSCIENCE & NANOTECHNOLOGY - SCIE,"10,967",15.367,Q1,1.34,8.97%
6228,SMALL STRUCTURES,SMALL STRUCT,,2688-4062,"CHEMISTRY, PHYSICAL - SCIE","1,317",11.343,Q1,0.49,18.04%
6230,SMART CITIES,SMART CITIES-BASEL,,2624-6511,"ENGINEERING, ELECTRICAL & ELECTRONIC - ESCI",518,,,1.01,92.31%
6231,SMART SCIENCE,SMART SCI,,2308-0477,MULTIDISCIPLINARY SCIENCES - ESCI,219,,,0.38,0%
6232,SMART STRUCTURES AND SYSTEMS,SMART STRUCT SYST,1738-1584,1738-1991,"ENGINEERING, MECHANICAL - SCIE","3,317",4.581,Q1,1.16,0%
6233,SN APPLIED SCIENCES,SN APPL SCI,2523-3963,2523-3971,MULTIDISCIPLINARY SCIENCES - ESCI,"8,483",,,0.37,22.35%
6234,SOCIAL AND PERSONALITY PSYCHOLOGY COMPASS,SOC PERSONAL PSYCHOL,,1751-9004,"PSYCHOLOGY, SOCIAL - SSCI","6,333",3.798,Q2,0.93,20.71%
6235,SOCIAL BEHAVIOR AND PERSONALITY,SOC BEHAV PERSONAL,0301-2212,1179-6391,"PSYCHOLOGY, SOCIAL - SSCI","4,768",1.183,Q4,0.32,4.52%
6236,SOCIAL COGNITION,SOC COGNITION,0278-016X,,"PSYCHOLOGY, SOCIAL - SSCI","3,365",1.636,Q4,0.49,0%
6237,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,SOC COGN AFFECT NEUR,1749-5016,1749-5024,"PSYCHOLOGY, EXPERIMENTAL - SSCI","9,730",4.235,Q1,1.03,99.17%
6239,SOCIAL INFLUENCE,SOC INFLUENCE,1553-4510,1553-4529,"PSYCHOLOGY, SOCIAL - SSCI",754,0.588,Q4,0.26,21.74%
6240,SOCIAL ISSUES AND POLICY REVIEW,SOC ISS POLICY REV,1751-2395,1751-2409,"PSYCHOLOGY, SOCIAL - SSCI","1,202",9.857,Q1,3.18,25%
6241,SOCIAL JUSTICE RESEARCH,SOC JUSTICE RES,0885-7466,1573-6725,"PSYCHOLOGY, SOCIAL - SSCI","1,618",1.7,Q4,0.67,23.33%
6242,SOCIAL NEUROSCIENCE,SOC NEUROSCI-UK,1747-0919,1747-0927,NEUROSCIENCES - SCIE,"2,698",2.381,Q4,0.58,13.17%
6243,SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,SOC PSYCHOL PERS SCI,1948-5506,1948-5514,"PSYCHOLOGY, SOCIAL - SSCI","6,951",5.316,Q1,1.45,17.17%
6244,SOCIAL PSYCHOLOGY,SOC PSYCHOL-GERMANY,1864-9335,2151-2590,"PSYCHOLOGY, SOCIAL - SSCI","1,769",3.444,Q3,0.9,9.28%
6245,SOCIAL PSYCHOLOGY AND SOCIETY,SOC PSYCHOL SOC,2221-1527,2311-7052,"PSYCHOLOGY, APPLIED - ESCI",132,,,0.21,99.30%
6246,SOCIAL PSYCHOLOGY QUARTERLY,SOC PSYCHOL QUART,0190-2725,1939-8999,"PSYCHOLOGY, SOCIAL - SSCI","4,432",2.163,Q4,0.58,10.61%
6247,SOCIAL SCIENCE & MEDICINE,SOC SCI MED,0277-9536,1873-5347,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","62,797",5.379,Q1,1.52,22.88%
6248,SOCIAL WORK IN PUBLIC HEALTH,SOC WORK PUBLIC HLTH,1937-1918,1937-190X,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","1,058",2.313,Q3,0.62,2%
6249,SOCIOLOGY OF HEALTH & ILLNESS,SOCIOL HEALTH ILL,0141-9889,1467-9566,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","6,288",2.957,Q2,1.03,36.97%
6250,SOFT MATTER,SOFT MATTER,1744-683X,1744-6848,"CHEMISTRY, PHYSICAL - SCIE","46,522",4.046,Q2,0.73,16.67%
6251,SOLDERING & SURFACE MOUNT TECHNOLOGY,SOLDER SURF MT TECH,0954-0911,1758-6836,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE",436,1.494,Q4,0.42,0.89%
6252,SOLID FUEL CHEMISTRY,SOLID FUEL CHEM+,0361-5219,1934-8029,"CHEMISTRY, MULTIDISCIPLINARY - SCIE",558,0.829,Q4,0.11,1.08%
6254,SOLID STATE IONICS,SOLID STATE IONICS,0167-2738,1872-7689,"CHEMISTRY, PHYSICAL - SCIE","27,548",3.699,Q3,0.59,2.57%
6255,SOLID STATE NUCLEAR MAGNETIC RESONANCE,SOLID STATE NUCL MAG,0926-2040,1527-3326,"CHEMISTRY, PHYSICAL - SCIE","1,566",2.812,Q3,0.59,8%
6256,SOLID STATE SCIENCES,SOLID STATE SCI,1293-2558,1873-3085,"CHEMISTRY, PHYSICAL - SCIE","8,801",3.752,Q3,0.7,0.55%
6257,SOLID-STATE ELECTRONICS,SOLID STATE ELECTRON,0038-1101,1879-2405,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE","7,228",1.916,Q3,0.43,3.17%
6258,SOLVENT EXTRACTION AND ION EXCHANGE,SOLVENT EXTR ION EXC,0736-6299,1532-2262,"CHEMISTRY, MULTIDISCIPLINARY - SCIE","2,990",3.695,Q2,0.41,4.08%
6260,SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT-JAPAN,SOLVENT EXTR RES DEV,1341-7215,1341-7215,"CHEMISTRY, MULTIDISCIPLINARY - SCIE",250,0.778,Q4,0.16,100%
6262,SOMATIC CELL AND MOLECULAR GENETICS,SOMAT CELL MOLEC GEN,0740-7750,,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE,"1,060",0.944,Q3,,
6263,SOMATOSENSORY AND MOTOR RESEARCH,SOMATOSENS MOT RES,0899-0220,1369-1651,NEUROSCIENCES - SCIE,991,1.126,Q4,0.23,2.11%
6264,SONOGRAPHY,SONOGRAPHY-AUST,2202-8323,2054-6750,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI",52,,,0.06,2.41%
6265,SOUTH AFRICAN JOURNAL OF CHEMISTRY-SUID-AFRIKAANSE TYDSKRIF VIR CHEMIE,S AFR J CHEM-S-AFR T,0379-4350,1996-840X,"CHEMISTRY, MULTIDISCIPLINARY - SCIE",564,1.286,Q4,0.22,85.71%
6267,SOUTH AFRICAN JOURNAL OF COMMUNICATION DISORDERS,S AFR J COMMUN DISOR,0379-8046,2225-4765,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY - ESCI,259,,,0.43,90.28%
6268,SOUTH AFRICAN JOURNAL OF PSYCHOLOGY,S AFR J PSYCHOL,0081-2463,2078-208X,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","1,088",1.236,Q4,0.37,4.64%
6269,SOUTH AFRICAN JOURNAL OF SCIENCE,S AFR J SCI,0038-2353,1996-7489,MULTIDISCIPLINARY SCIENCES - SCIE,"3,450",2.134,Q3,0.46,99.53%
6270,SOUTH ASIAN JOURNAL OF CANCER,SOUTH ASIAN J CANCER,2278-330X,2278-4306,ONCOLOGY - ESCI,642,,,0.2,98.84%
6271,SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH,SE ASIAN J TROP MED,0125-1562,0125-1562,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","2,964",0.209,Q4,0.08,0%
6272,SPANISH JOURNAL OF PSYCHOLOGY,SPAN J PSYCHOL,1138-7416,1988-2904,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","2,324",1.526,Q3,0.39,11.32%
6273,SPATIAL AND SPATIO-TEMPORAL EPIDEMIOLOGY,SPAT SPATIO-TEMPORAL,1877-5845,1877-5853,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI",858,,,0.86,5.93%
6274,SPATIAL COGNITION AND COMPUTATION,SPAT COGN COMPUT,1387-5868,1542-7633,"PSYCHOLOGY, EXPERIMENTAL - SSCI",513,1.533,Q4,0.34,10.64%
6275,SPECIAL TOPICS & REVIEWS IN POROUS MEDIA-AN INTERNATIONAL JOURNAL,SPEC TOP REV POROUS,2151-4798,2151-562X,"ENGINEERING, MECHANICAL - ESCI",316,,,0.42,0%
6276,SPEECH LANGUAGE AND HEARING,SPEECH LANG HEARING,2050-571X,2050-5728,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY - ESCI,195,,,0.56,2.63%
6277,SPINAL CORD,SPINAL CORD,1362-4393,1476-5624,CLINICAL NEUROLOGY - SCIE,"8,337",2.473,Q3,0.84,13.16%
6278,SPINE,SPINE,0362-2436,1528-1159,CLINICAL NEUROLOGY - SCIE,"54,526",3.269,Q3,1.08,3.47%
6279,SPINE JOURNAL,SPINE J,1529-9430,1878-1632,CLINICAL NEUROLOGY - SCIE,"13,705",4.297,Q2,1.34,7.17%
6280,SPIRITUALITY IN CLINICAL PRACTICE,SPIRITUAL CLIN PRACT,2326-4500,2326-4519,"PSYCHOLOGY, CLINICAL - ESCI",373,,,0.47,0%
6281,SPORT EXERCISE AND PERFORMANCE PSYCHOLOGY,SPORT EXERC PERFORM,2157-3905,2157-3913,"PSYCHOLOGY, APPLIED - SSCI",930,2.857,Q3,1.0,0%
6282,SPORT PSYCHOLOGIST,SPORT PSYCHOL,0888-4781,1543-2793,"PSYCHOLOGY, APPLIED - SSCI","2,375",1.469,Q4,0.44,0%
6283,SPORTS BIOMECHANICS,SPORT BIOMECH,1476-3141,1752-6116,"ENGINEERING, BIOMEDICAL - SCIE","2,156",2.896,Q3,0.74,7.51%
6284,SPRACHE-STIMME-GEHOR,SPRACHE-STIMME-GEHOR,0342-0477,1439-1260,OTORHINOLARYNGOLOGY - ESCI,63,,,0.07,0%
6286,SSM-POPULATION HEALTH,SSM-POPUL HLTH,2352-8273,2352-8273,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","3,223",4.086,Q2,1.11,99.84%
6287,STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY,STAT APPL GENET MOL,2194-6302,1544-6115,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE,"1,824",0.676,Q4,0.17,6.52%
6289,STATISTICAL METHODS IN MEDICAL RESEARCH,STAT METHODS MED RES,0962-2802,1477-0334,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE,"7,405",2.494,Q3,0.9,15.53%
6290,STATISTICS AND ITS INTERFACE,STAT INTERFACE,1938-7989,1938-7997,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE,843,0.716,Q4,0.2,0%
6291,STATISTICS IN BIOPHARMACEUTICAL RESEARCH,STAT BIOPHARM RES,1946-6315,1946-6315,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE,624,1.586,Q4,0.61,6.70%
6292,STATISTICS IN BIOSCIENCES,STAT BIOSCI,1867-1764,1867-1772,MATHEMATICAL & COMPUTATIONAL BIOLOGY - ESCI,338,,,0.34,7.69%
6293,STATISTICS IN MEDICINE,STAT MED,0277-6715,1097-0258,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE,"34,646",2.497,Q3,0.64,17.19%
6295,STEM CELL REPORTS,STEM CELL REP,2213-6711,2213-6711,CELL BIOLOGY - SCIE,"10,762",7.765,Q1,1.37,99.84%
6297,STEM CELL RESEARCH,STEM CELL RES,1873-5061,1876-7753,CELL BIOLOGY - SCIE,"5,030",1.587,Q4,0.32,99.81%
6299,STEM CELL RESEARCH & THERAPY,STEM CELL RES THER,,1757-6512,CELL BIOLOGY - SCIE,"19,072",8.079,Q1,1.3,99.53%
6301,STEM CELL REVIEWS AND REPORTS,STEM CELL REV REP,2629-3269,2629-3277,CELL BIOLOGY - SCIE,"3,488",5.739,Q2,1.08,22.22%
6303,STEM CELLS,STEM CELLS,1066-5099,1549-4918,CELL BIOLOGY - SCIE,"23,968",6.277,Q2,1.31,32.24%
6306,STEM CELLS AND CLONING-ADVANCES AND APPLICATIONS,STEM CELLS CLONING,1178-6957,1178-6957,CELL BIOLOGY - ESCI,274,,,0.35,100%
6307,STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,STEREOT FUNCT NEUROS,1011-6125,1423-0372,NEUROIMAGING - SCIE; NEUROSCIENCES - SCIE,"2,241",1.643,Q4,0.4,14.67%
6308,STEROIDS,STEROIDS,0039-128X,1878-5867,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE,"7,088",2.76,Q4,0.56,4.33%
6311,STIGMA AND HEALTH,STIGMA HEALTH,2376-6972,2376-6964,"PSYCHOLOGY, SOCIAL - ESCI",823,,,0.82,0%
6313,STOCHASTIC ANALYSIS AND APPLICATIONS,STOCH ANAL APPL,0736-2994,1532-9356,"MATHEMATICS, APPLIED - SCIE","1,262",1.344,Q3,0.58,3.56%
6314,STOCHASTICS AND PARTIAL DIFFERENTIAL EQUATIONS-ANALYSIS AND COMPUTATIONS,STOCH PARTIAL DIFFER,2194-0401,2194-041X,"MATHEMATICS, APPLIED - SCIE",386,1.565,Q2,0.72,30%
6315,STOCHASTICS-AN INTERNATIONAL JOURNAL OF PROBABILITY AND STOCHASTIC PROCESSES,STOCHASTICS,1744-2508,1744-2516,"MATHEMATICS, APPLIED - SCIE",908,1.0,Q4,0.41,4.37%
6316,STRAHLENTHERAPIE UND ONKOLOGIE,STRAHLENTHER ONKOL,0179-7158,1439-099X,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4,084",4.033,Q2,0.79,37.90%
6318,STRESS AND HEALTH,STRESS HEALTH,1532-3005,1532-2998,"PSYCHOLOGY, APPLIED - SSCI","3,711",3.454,Q2,0.88,8.46%
6319,STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,STRESS,1025-3890,1607-8888,ENDOCRINOLOGY & METABOLISM - SCIE,"4,035",3.34,Q3,0.72,11.20%
6321,STROJNISKI VESTNIK-JOURNAL OF MECHANICAL ENGINEERING,STROJ VESTN-J MECH E,0039-2480,,"ENGINEERING, MECHANICAL - SCIE","1,197",1.6,Q4,0.48,98.94%
6322,STROKE,STROKE,0039-2499,1524-4628,PERIPHERAL VASCULAR DISEASE - SCIE,"86,012",10.17,Q1,2.03,9.83%
6324,STROKE AND VASCULAR NEUROLOGY,STROKE VASC NEUROL,2059-8688,2059-8696,CLINICAL NEUROLOGY - SCIE,"1,740",9.893,Q1,1.95,98.95%
6325,STRUCTURAL CHEMISTRY,STRUCT CHEM,1040-0400,1572-9001,"CHEMISTRY, MULTIDISCIPLINARY - SCIE; CHEMISTRY, PHYSICAL - SCIE","3,199",1.795,Q3,0.45,6.75%
6327,STRUCTURAL DYNAMICS-US,STRUCT DYNAM-US,,2329-7778,"CHEMISTRY, PHYSICAL - SCIE","1,232",3.67,Q3,0.68,100%
6328,STRUCTURAL ENGINEERING AND MECHANICS,STRUCT ENG MECH,1225-4568,1598-6217,"ENGINEERING, MECHANICAL - SCIE","5,655",2.998,Q2,0.86,0%
6329,STRUCTURE,STRUCTURE,0969-2126,1878-4186,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE; CELL BIOLOGY - SCIE,"17,734",5.871,Q2,1.06,12.96%
6333,STRUCTURE AND BONDING,STRUCT BOND,0081-5993,1616-8550,"CHEMISTRY, PHYSICAL - SCIE","1,788",1.444,Q4,0.07,0%
6334,STRUCTURE AND INFRASTRUCTURE ENGINEERING,STRUCT INFRASTRUCT E,1573-2479,1744-8980,"ENGINEERING, MECHANICAL - SCIE","4,421",3.659,Q2,0.88,8.55%
6335,STUDIA PSYCHOLOGICA,STUD PSYCHOL,0039-3320,2585-8815,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI",408,0.953,Q4,0.3,100%
6336,STUDIA UNIVERSITATIS BABES-BOLYAI CHEMIA,STUD U BABES-BOL CHE,1224-7154,,"CHEMISTRY, MULTIDISCIPLINARY - SCIE",357,0.558,Q4,0.08,83.64%
6338,STUDIES IN APPLIED MATHEMATICS,STUD APPL MATH,0022-2526,1467-9590,"MATHEMATICS, APPLIED - SCIE","2,227",2.343,Q1,1.35,8.82%
6339,STUDIES IN CONSERVATION,STUD CONSERV,0039-3630,2047-0584,"CHEMISTRY, APPLIED - SCIE","2,316",0.847,Q4,0.65,12.93%
6340,STUDIES IN FAMILY PLANNING,STUD FAMILY PLANN,0039-3665,1728-4465,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","2,204",4.314,Q2,1.14,38.46%
6341,STUDIES IN PSYCHOLOGY,STUD PSYCHOL-MADRID,0210-9395,1579-3699,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI",27,0.44,Q4,0.19,1.85%
6342,STUDIES IN PSYCHOLOGY-PSIKOLOJI CALISMALARI DERGISI,STUD PSYCHOL-TURKEY,1304-4680,2602-2982,"PSYCHOLOGY, MULTIDISCIPLINARY - ESCI",29,,,0.06,96.10%
6343,SUICIDE AND LIFE-THREATENING BEHAVIOR,SUICIDE LIFE-THREAT,0363-0234,1943-278X,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","6,715",4.532,Q1,1.17,6.32%
6344,SUICIDOLOGY,SUICIDOLOGY,2224-1264,2224-1264,"PSYCHOLOGY, MULTIDISCIPLINARY - ESCI",72,,,0.15,100%
6345,SUICIDOLOGY ONLINE-SOL,SUICIDOL ONLINE-SOL,2078-5488,2078-5488,"PSYCHOLOGY, MULTIDISCIPLINARY - ESCI",69,,,0.12,0%
6346,SUPPORTIVE CARE IN CANCER,SUPPORT CARE CANCER,0941-4355,1433-7339,ONCOLOGY - SCIE,"20,020",3.359,Q3,1.01,17.16%
6347,SUPRAMOLECULAR CHEMISTRY,SUPRAMOL CHEM,1061-0278,1029-0478,"CHEMISTRY, MULTIDISCIPLINARY - SCIE","1,958",2.23,Q3,0.29,2.33%
6349,SURANAREE JOURNAL OF SCIENCE AND TECHNOLOGY,SURANAREE J SCI TECH,0858-849X,0858-849X,MULTIDISCIPLINARY SCIENCES - ESCI,149,,,0.03,0%
6350,SURFACE AND INTERFACE ANALYSIS,SURF INTERFACE ANAL,0142-2421,1096-9918,"CHEMISTRY, PHYSICAL - SCIE","9,322",1.702,Q4,0.21,9.05%
6351,SURFACE INNOVATIONS,SURF INNOV,2050-6252,2050-6260,"CHEMISTRY, PHYSICAL - SCIE",583,2.397,Q3,0.6,2.13%
6352,SURFACE REVIEW AND LETTERS,SURF REV LETT,0218-625X,1793-6667,"CHEMISTRY, PHYSICAL - SCIE","1,457",1.24,Q4,0.17,0.19%
6353,SURFACE SCIENCE,SURF SCI,0039-6028,1879-2758,"CHEMISTRY, PHYSICAL - SCIE","20,563",2.07,Q4,0.32,5.21%
6354,SURFACE SCIENCE REPORTS,SURF SCI REP,0167-5729,1879-274X,"CHEMISTRY, PHYSICAL - SCIE","4,656",13.417,Q1,0.54,15.79%
6355,SURFACE TOPOGRAPHY-METROLOGY AND PROPERTIES,SURF TOPOGR-METROL,2051-672X,2051-672X,"ENGINEERING, MECHANICAL - SCIE","1,203",2.185,Q3,0.46,5.95%
6356,SURFACES,SURFACES-BASEL,,2571-9637,"CHEMISTRY, PHYSICAL - ESCI",307,,,0.38,96.23%
6357,SURFACES AND INTERFACES,SURF INTERFACES,2468-0230,2468-0230,"CHEMISTRY, PHYSICAL - SCIE","5,702",6.137,Q2,1.01,1.96%
6358,SURGICAL AND RADIOLOGIC ANATOMY,SURG RADIOL ANAT,0930-1038,1279-8517,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4,717",1.354,Q4,0.49,12.24%
6359,SURGICAL ONCOLOGY CLINICS OF NORTH AMERICA,SURG ONCOL CLIN N AM,1055-3207,1558-5042,ONCOLOGY - SCIE,"1,954",2.402,Q4,0.9,0%
